Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
460,2024-04-04,CUST460,Female,40,Beauty,4,500,2000
461,2024-04-05,CUST461,Male,45,Clothing,1,30,30
462,2024-04-06,CUST462,Female,50,Electronics,2,50,100
463,2024-04-07,CUST463,Male,25,Beauty,3,300,900
464,2024-04-08,CUST464,Female,30,Clothing,4,500,2000
465,2024-04-09,CUST465,Male,35,Electronics,1,30,30
466,2024-04-10,CUST466,Female,40,Beauty,2,50,100
467,2024-04-11,CUST467,Male,45,Clothing,3,300,900
468,2024-04-12,CUST468,Female,50,Electronics,4,500,2000
469,2024-04-13,CUST469,Male,25,Beauty,1,30,30
470,2024-04-14,CUST470,Female,30,Clothing,2,50,100
471,2024-04-15,CUST471,Male,35,Electronics,3,300,900
472,2024-04-16,CUST472,Female,40,Beauty,4,500,2000
473,2024-04-17,CUST473,Male,45,Clothing,1,30,30
474,2024-04-18,CUST474,Female,50,Electronics,2,50,100
475,2024-04-19,CUST475,Male,25,Beauty,3,300,900
476,2024-04-20,CUST476,Female,30,Clothing,4,500,2000
477,2024-04-21,CUST477,Male,35,Electronics,1,30,30
478,2024-04-22,CUST478,Female,40,Beauty,2,50,100
479,2024-04-23,CUST479,Male,45,Clothing,3,300,900
480,2024-04-24,CUST480,Female,50,Electronics,4,500,2000
481,2024-04-25,CUST481,Male,25,Beauty,1,30,30
482,2024-04-26,CUST482,Female,30,Clothing,2,50,100
483,2024-04-27,CUST483,Male,35,Electronics,3,300,900
484,2024-04-28,CUST484,Female,40,Beauty,4,500,2000
485,2024-04-29,CUST485,Male,45,Clothing,1,30,30
486,2024-04-30,CUST486,Female,50,Electronics,2,50,100
487,2024-05-01,CUST487,Male,25,Beauty,3,300,900
488,2024-05-02,CUST488,Female,30,Clothing,4,500,2000
489,2024-05-03,CUST489,Male,35,Electronics,1,30,30
490,2024-05-04,CUST490,Female,40,Beauty,2,50,100
491,2024-05-05,CUST491,Male,45,Clothing,3,300,900
492,2024-05-06,CUST492,Female,50,Electronics,4,500,2000
493,2024-05-07,CUST493,Male,25,Beauty,1,30,30
494,2024-05-08,CUST494,Female,30,Clothing,2,50,100
495,2024-05-09,CUST495,Male,35,Electronics,3,300,900
496,2024-05-10,CUST496,Female,40,Beauty,4,500,2000
497,2024-05-11,CUST497,Male,45,Clothing,1,30,30
498,2024-05-12,CUST498,Female,50,Electronics,2,50,100
499,2024-05-13,CUST499,Male,25,Beauty,3,300,900
500,2024-05-14,CUST500,Female,30,Clothing,4,500,2000
501,2024-05-15,CUST501,Male,35,Electronics,1,30,30
502,2024-05-16,CUST502,Female,40,Beauty,2,50,100
503,2024-05-17,CUST503,Male,45,Clothing,3,300,900
504,2024-05-18,CUST504,Female,50,Electronics,4,500,2000
505,2024-05-19,CUST505,Male,25,Beauty,1,30,30
506,2024-05-20,CUST506,Female,30,Clothing,2,50,100
507,2024-05-21,CUST507,Male,35,Electronics,3,300,900
508,2024-05-22,CUST508,Female,40,Beauty,4,500,2000
509,2024-05-23,CUST509,Male,45,Clothing,1,30,30
510,2024-05-24,CUST510,Female,50,Electronics,2,50,100
511,2024-05-25,CUST511,Male,25,Beauty,3,300,900
512,2024-05-26,CUST512,Female,30,Clothing,4,500,2000
513,2024-05-27,CUST513,Male,35,Electronics,1,30,30
514,2024-05-28,CUST514,Female,40,Beauty,2,50,100
515,2024-05-29,CUST515,Male,45,Clothing,3,300,900
516,2024-05-30,CUST516,Female,50,Electronics,4,500,2000
517,2024-05-31,CUST517,Male,25,Beauty,1,30,30
518,2024-06-01,CUST518,Female,30,Clothing,2,50,100
519,2024-06-02,CUST519,Male,35,Electronics,3,300,900
520,2024-06-03,CUST520,Female,40,Beauty,4,500,2000
521,2024-06-04,CUST521,Male,45,Clothing,1,30,30
522,2024-06-05,CUST522,Female,50,Electronics,2,50,100
523,2024-06-06,CUST523,Male,25,Beauty,3,300,900
524,2024-06-07,CUST524,Female,30,Clothing,4,500,2000
525,2024-06-08,CUST525,Male,35,Electronics,1,30,30
526,2024-06-09,CUST526,Female,40,Beauty,2,50,100
527,2024-06-10,CUST527,Male,45,Clothing,3,300,900
528,2024-06-11,CUST528,Female,50,Electronics,4,500,2000
529,2024-06-12,CUST529,Male,25,Beauty,1,30,30
530,2024-06-13,CUST530,Female,30,Clothing,2,50,100
531,2024-06-14,CUST531,Male,35,Electronics,3,300,900
532,2024-06-15,CUST532,Female,40,Beauty,4,500,2000
533,2024-06-16,CUST533,Male,45,Clothing,1,30,30
534,2024-06-17,CUST534,Female,50,Electronics,2,50,100
535,2024-06-18,CUST535,Male,25,Beauty,3,300,900
536,2024-06-19,CUST536,Female,30,Clothing,4,500,2000
537,2024-06-20,CUST537,Male,35,Electronics,1,30,30
538,2024-06-21,CUST538,Female,40,Beauty,2,50,100
539,2024-06-22,CUST539,Male,45,Clothing,3,300,900
540,2024-06-23,CUST540,Female,50,Electronics,4,500,2000
541,2024-06-24,CUST541,Male,25,Beauty,1,30,30
542,2024-06-25,CUST542,Female,30,Clothing,2,50,100
543,2024-06-26,CUST543,Male,35,Electronics,3,300,900
544,2024-06-27,CUST544,Female,40,Beauty,4,500,2000
545,2024-06-28,CUST545,Male,45,Clothing,1,30,30
546,2024-06-29,CUST546,Female,50,Electronics,2,50,100
547,2024-06-30,CUST547,Male,25,Beauty,3,300,900
548,2024-07-01,CUST548,Female,30,Clothing,4,500,2000
549,2024-07-02,CUST549,Male,35,Electronics,1,30,30
550,2024-07-03,CUST550,Female,40,Beauty,2,50,100
551,2024-07-04,CUST551,Male,45,Clothing,3,300,900
552,2024-07-05,CUST552,Female,50,Electronics,4,500,2000
553,2024-07-06,CUST553,Male,25,Beauty,1,30,30
554,2024-07-07,CUST554,Female,30,Clothing,2,50,100
555,2024-07-08,CUST555,Male,35,Electronics,3,300,900
556,2024-07-09,CUST556,Female,40,Beauty,4,500,2000
557,2024-07-10,CUST557,Male,45,Clothing,1,30,30
558,2024-07-11,CUST558,Female,50,Electronics,2,50,100
559,2024-07-12,CUST559,Male,25,Beauty,3,300,900
560,2024-07-13,CUST560,Female,30,Clothing,4,500,2000
561,2024-07-14,CUST561,Male,35,Electronics,1,30,30
562,2024-07-15,CUST562,Female,40,Beauty,2,50,100
563,2024-07-16,CUST563,Male,45,Clothing,3,300,900
564,2024-07-17,CUST564,Female,50,Electronics,4,500,2000
565,2024-07-18,CUST565,Male,25,Beauty,1,30,30
566,2024-07-19,CUST566,Female,30,Clothing,2,50,100
567,2024-07-20,CUST567,Male,35,Electronics,3,300,900
568,2024-07-21,CUST568,Female,40,Beauty,4,500,2000
569,2024-07-22,CUST569,Male,45,Clothing,1,30,30
570,2024-07-23,CUST570,Female,50,Electronics,2,50,100
571,2024-07-24,CUST571,Male,25,Beauty,3,300,900
572,2024-07-25,CUST572,Female,30,Clothing,4,500,2000
573,2024-07-26,CUST573,Male,35,Electronics,1,30,30
574,2024-07-27,CUST574,Female,40,Beauty,2,50,100
575,2024-07-28,CUST575,Male,45,Clothing,3,300,900
576,2024-07-29,CUST576,Female,50,Electronics,4,500,2000
577,2024-07-30,CUST577,Male,25,Beauty,1,30,30
578,2024-07-31,CUST578,Female,30,Clothing,2,50,100
579,2024-08-01,CUST579,Male,35,Electronics,3,300,900
580,2024-08-02,CUST580,Female,40,Beauty,4,500,2000
581,2024-08-03,CUST581,Male,45,Clothing,1,30,30
582,2024-08-04,CUST582,Female,50,Electronics,2,50,100
583,2024-08-05,CUST583,Male,25,Beauty,3,300,900
584,2024-08-06,CUST584,Female,30,Clothing,4,500,2000
585,2024-08-07,CUST585,Male,35,Electronics,1,30,30
586,2024-08-08,CUST586,Female,40,Beauty,2,50,100
587,2024-08-09,CUST587,Male,45,Clothing,3,300,900
588,2024-08-10,CUST588,Female,50,Electronics,4,500,2000
589,2024-08-11,CUST589,Male,25,Beauty,1,30,30
590,2024-08-12,CUST590,Female,30,Clothing,2,50,100
591,2024-08-13,CUST591,Male,35,Electronics,3,300,900
592,2024-08-14,CUST592,Female,40,Beauty,4,500,2000
593,2024-08-15,CUST593,Male,45,Clothing,1,30,30
594,2024-08-16,CUST594,Female,50,Electronics,2,50,100
595,2024-08-17,CUST595,Male,25,Beauty,3,300,900
596,2024-08-18,CUST596,Female,30,Clothing,4,500,2000
597,2024-08-19,CUST597,Male,35,Electronics,1,30,30
598,2024-08-20,CUST598,Female,40,Beauty,2,50,100
599,2024-08-21,CUST599,Male,45,Clothing,3,300,900
600,2024-08-22,CUST600,Female,50,Electronics,4,500,2000
601,2024-08-23,CUST601,Male,25,Beauty,1,30,30
602,2024-08-24,CUST602,Female,30,Clothing,2,50,100
603,2024-08-25,CUST603,Male,35,Electronics,3,300,900
604,2024-08-26,CUST604,Female,40,Beauty,4,500,2000
605,2024-08-27,CUST605,Male,45,Clothing,1,30,30
606,2024-08-28,CUST606,Female,50,Electronics,2,50,100
607,2024-08-29,CUST607,Male,25,Beauty,3,300,900
608,2024-08-30,CUST608,Female,30,Clothing,4,500,2000
609,2024-08-31,CUST609,Male,35,Electronics,1,30,30
610,2024-09-01,CUST610,Female,40,Beauty,2,50,100
611,2024-09-02,CUST611,Male,45,Clothing,3,300,900
612,2024-09-03,CUST612,Female,50,Electronics,4,500,2000
613,2024-09-04,CUST613,Male,25,Beauty,1,30,30
614,2024-09-05,CUST614,Female,30,Clothing,2,50,100
615,2024-09-06,CUST615,Male,35,Electronics,3,300,900
616,2024-09-07,CUST616,Female,40,Beauty,4,500,2000
617,2024-09-08,CUST617,Male,45,Clothing,1,30,30
618,2024-09-09,CUST618,Female,50,Electronics,2,50,100
619,2024-09-10,CUST619,Male,25,Beauty,3,300,900
620,2024-09-11,CUST620,Female,30,Clothing,4,500,2000
621,2024-09-12,CUST621,Male,35,Electronics,1,30,30
622,2024-09-13,CUST622,Female,40,Beauty,2,50,100
623,2024-09-14,CUST623,Male,45,Clothing,3,300,900
624,2024-09-15,CUST624,Female,50,Electronics,4,500,2000
625,2024-09-16,CUST625,Male,25,Beauty,1,30,30
626,2024-09-17,CUST626,Female,30,Clothing,2,50,100
627,2024-09-18,CUST627,Male,35,Electronics,3,300,900
628,2024-09-19,CUST628,Female,40,Beauty,4,500,2000
629,2024-09-20,CUST629,Male,45,Clothing,1,30,30
630,2024-09-21,CUST630,Female,50,Electronics,2,50,100
631,2024-09-22,CUST631,Male,25,Beauty,3,300,900
632,2024-09-23,CUST632,Female,30,Clothing,4,500,2000
633,2024-09-24,CUST633,Male,35,Electronics,1,30,30
634,2024-09-25,CUST634,Female,40,Beauty,2,50,100
635,2024-09-26,CUST635,Male,45,Clothing,3,300,900
636,2024-09-27,CUST636,Female,50,Electronics,4,500,2000
637,2024-09-28,CUST637,Male,25,Beauty,1,30,30
638,2024-09-29,CUST638,Female,30,Clothing,2,50,100
639,2024-09-30,CUST639,Male,35,Electronics,3,300,900
640,2024-10-01,CUST640,Female,40,Beauty,4,500,2000
641,2024-10-02,CUST641,Male,45,Clothing,1,30,30
642,2024-10-03,CUST642,Female,50,Electronics,2,50,100
643,2024-10-04,CUST643,Male,25,Beauty,3,300,900
644,2024-10-05,CUST644,Female,30,Clothing,4,500,2000
645,2024-10-06,CUST645,Male,35,Electronics,1,30,30
646,2024-10-07,CUST646,Female,40,Beauty,2,50,100
647,2024-10-08,CUST647,Male,45,Clothing,3,300,900
648,2024-10-09,CUST648,Female,50,Electronics,4,500,2000
649,2024-10-10,CUST649,Male,25,Beauty,1,30,30
650,2024-10-11,CUST650,Female,30,Clothing,2,50,100
651,2024-10-12,CUST651,Male,35,Electronics,3,300,900
652,2024-10-13,CUST652,Female,40,Beauty,4,500,2000
653,2024-10-14,CUST653,Male,45,Clothing,1,30,30
654,2024-10-15,CUST654,Female,50,Electronics,2,50,100
655,2024-10-16,CUST655,Male,25,Beauty,3,300,900
656,2024-10-17,CUST656,Female,30,Clothing,4,500,2000
657,2024-10-18,CUST657,Male,35,Electronics,1,30,30
658,2024-10-19,CUST658,Female,40,Beauty,2,50,100
659,2024-10-20,CUST659,Male,45,Clothing,3,300,900
660,2024-10-21,CUST660,Female,50,Electronics,4,500,2000
661,2024-10-22,CUST661,Male,25,Beauty,1,30,30
662,2024-10-23,CUST662,Female,30,Clothing,2,50,100
663,2024-10-24,CUST663,Male,35,Electronics,3,300,900
664,2024-10-25,CUST664,Female,40,Beauty,4,500,2000
665,2024-10-26,CUST665,Male,45,Clothing,1,30,30
666,2024-10-27,CUST666,Female,50,Electronics,2,50,100
667,2024-10-28,CUST667,Male,25,Beauty,3,300,900
668,2024-10-29,CUST668,Female,30,Clothing,4,500,2000
669,2024-10-30,CUST669,Male,35,Electronics,1,30,30
670,2024-10-31,CUST670,Female,40,Beauty,2,50,100
671,2024-11-01,CUST671,Male,45,Clothing,3,300,900
672,2024-11-02,CUST672,Female,50,Electronics,4,500,2000
673,2024-11-03,CUST673,Male,25,Beauty,1,30,30
674,2024-11-04,CUST674,Female,30,Clothing,2,50,100
675,2024-11-05,CUST675,Male,35,Electronics,3,300,900
676,2024-11-06,CUST676,Female,40,Beauty,4,500,2000
677,2024-11-07,CUST677,Male,45,Clothing,1,30,30
678,2024-11-08,CUST678,Female,50,Electronics,2,50,100
679,2024-11-09,CUST679,Male,25,Beauty,3,300,900
680,2024-11-10,CUST680,Female,30,Clothing,4,500,2000
681,2024-11-11,CUST681,Male,35,Electronics,1,30,30
682,2024-11-12,CUST682,Female,40,Beauty,2,50,100
683,2024-11-13,CUST683,Male,45,Clothing,3,300,900
684,2024-11-14,CUST684,Female,50,Electronics,4,500,2000
685,2024-11-15,CUST685,Male,25,Beauty,1,30,30
686,2024-11-16,CUST686,Female,30,Clothing,2,50,100
687,2024-11-17,CUST687,Male,35,Electronics,3,300,900
688,2024-11-18,CUST688,Female,40,Beauty,4,500,2000
689,2024-11-19,CUST689,Male,45,Clothing,1,30,30
690,2024-11-20,CUST690,Female,50,Electronics,2,50,100
691,2024-11-21,CUST691,Male,25,Beauty,3,300,900
692,2024-11-22,CUST692,Female,30,Clothing,4,500,2000
693,2024-11-23,CUST693,Male,35,Electronics,1,30,30
694,2024-11-24,CUST694,Female,40,Beauty,2,50,100
695,2024-11-25,CUST695,Male,45,Clothing,3,300,900
696,2024-11-26,CUST696,Female,50,Electronics,4,500,2000
697,2024-11-27,CUST697,Male,25,Beauty,1,30,30
698,2024-11-28,CUST698,Female,30,Clothing,2,50,100
699,2024-11-29,CUST699,Male,35,Electronics,3,300,900
700,2024-11-30,CUST700,Female,40,Beauty,4,500,2000
701,2024-12-01,CUST701,Male,45,Clothing,1,30,30
702,2024-12-02,CUST702,Female,50,Electronics,2,50,100
703,2024-12-03,CUST703,Male,25,Beauty,3,300,900
704,2024-12-04,CUST704,Female,30,Clothing,4,500,2000
705,2024-12-05,CUST705,Male,35,Electronics,1,30,30
706,2024-12-06,CUST706,Female,40,Beauty,2,50,100
707,2024-12-07,CUST707,Male,45,Clothing,3,300,900
708,2024-12-08,CUST708,Female,50,Electronics,4,500,2000
709,2024-12-09,CUST709,Male,25,Beauty,1,30,30
710,2024-12-10,CUST710,Female,30,Clothing,2,50,100
711,2024-12-11,CUST711,Male,35,Electronics,3,300,900
712,2024-12-12,CUST712,Female,40,Beauty,4,500,2000
713,2024-12-13,CUST713,Male,45,Clothing,1,30,30
714,2024-12-14,CUST714,Female,50,Electronics,2,50,100
715,2024-12-15,CUST715,Male,25,Beauty,3,300,900
716,2024-12-16,CUST716,Female,30,Clothing,4,500,2000
717,2024-12-17,CUST717,Male,35,Electronics,1,30,30
718,2024-12-18,CUST718,Female,40,Beauty,2,50,100
719,2024-12-19,CUST719,Male,45,Clothing,3,300,900
720,2024-12-20,CUST720,Female,50,Electronics,4,500,2000
721,2024-12-21,CUST721,Male,25,Beauty,1,30,30
722,2024-12-22,CUST722,Female,30,Clothing,2,50,100
723,2024-12-23,CUST723,Male,35,Electronics,3,300,900
724,2024-12-24,CUST724,Female,40,Beauty,4,500,2000
725,2024-12-25,CUST725,Male,45,Clothing,1,30,30
726,2024-12-26,CUST726,Female,50,Electronics,2,50,100
727,2024-12-27,CUST727,Male,25,Beauty,3,300,900
728,2024-12-28,CUST728,Female,30,Clothing,4,500,2000
729,2024-12-29,CUST729,Male,35,Electronics,1,30,30
730,2024-12-30,CUST730,Female,40,Beauty,2,50,100
731,2024-12-31,CUST731,Male,45,Clothing,3,300,900
732,2025-01-01,CUST732,Female,50,Electronics,4,500,2000
733,2025-01-02,CUST733,Male,25,Beauty,1,30,30
734,2025-01-03,CUST734,Female,30,Clothing,2,50,100
735,2025-01-04,CUST735,Male,35,Electronics,3,300,900
736,2025-01-05,CUST736,Female,40,Beauty,4,500,2000
737,2025-01-06,CUST737,Male,45,Clothing,1,30,30
738,2025-01-07,CUST738,Female,50,Electronics,2,50,100
739,2025-01-08,CUST739,Male,25,Beauty,3,300,900
740,2025-01-09,CUST740,Female,30,Clothing,4,500,2000
741,2025-01-10,CUST741,Male,35,Electronics,1,30,30
742,2025-01-11,CUST742,Female,40,Beauty,2,50,100
743,2025-01-12,CUST743,Male,45,Clothing,3,300,900
744,2025-01-13,CUST744,Female,50,Electronics,4,500,2000
745,2025-01-14,CUST745,Male,25,Beauty,1,30,30
746,2025-01-15,CUST746,Female,30,Clothing,2,50,100
747,2025-01-16,CUST747,Male,35,Electronics,3,300,900
748,2025-01-17,CUST748,Female,40,Beauty,4,500,2000
749,2025-01-18,CUST749,Male,45,Clothing,1,30,30
750,2025-01-19,CUST750,Female,50,Electronics,2,50,100
751,2025-01-20,CUST751,Male,25,Beauty,3,300,900
752,2025-01-21,CUST752,Female,30,Clothing,4,500,2000
753,2025-01-22,CUST753,Male,35,Electronics,1,30,30
754,2025-01-23,CUST754,Female,40,Beauty,2,50,100
755,2025-01-24,CUST755,Male,45,Clothing,3,300,900
756,2025-01-25,CUST756,Female,50,Electronics,4,500,2000
757,2025-01-26,CUST757,Male,25,Beauty,1,30,30
758,2025-01-27,CUST758,Female,30,Clothing,2,50,100
759,2025-01-28,CUST759,Male,35,Electronics,3,300,900
760,2025-01-29,CUST760,Female,40,Beauty,4,500,2000
761,2025-01-30,CUST761,Male,45,Clothing,1,30,30
762,2025-01-31,CUST762,Female,50,Electronics,2,50,100
763,2025-02-01,CUST763,Male,25,Beauty,3,300,900
764,2025-02-02,CUST764,Female,30,Clothing,4,500,2000
765,2025-02-03,CUST765,Male,35,Electronics,1,30,30
766,2025-02-04,CUST766,Female,40,Beauty,2,50,100
767,2025-02-05,CUST767,Male,45,Clothing,3,300,900
768,2025-02-06,CUST768,Female,50,Electronics,4,500,2000
769,2025-02-07,CUST769,Male,25,Beauty,1,30,30
770,2025-02-08,CUST770,Female,30,Clothing,2,50,100
771,2025-02-09,CUST771,Male,35,Electronics,3,300,900
772,2025-02-10,CUST772,Female,40,Beauty,4,500,2000
773,2025-02-11,CUST773,Male,45,Clothing,1,30,30
774,2025-02-12,CUST774,Female,50,Electronics,2,50,100
775,2025-02-13,CUST775,Male,25,Beauty,3,300,900
776,2025-02-14,CUST776,Female,30,Clothing,4,500,2000
777,2025-02-15,CUST777,Male,35,Electronics,1,30,30
778,2025-02-16,CUST778,Female,40,Beauty,2,50,100
779,2025-02-17,CUST779,Male,45,Clothing,3,300,900
780,2025-02-18,CUST780,Female,50,Electronics,4,500,2000
781,2025-02-19,CUST781,Male,25,Beauty,1,30,30
782,2025-02-20,CUST782,Female,30,Clothing,2,50,100
783,2025-02-21,CUST783,Male,35,Electronics,3,300,900
784,2025-02-22,CUST784,Female,40,Beauty,4,500,2000
785,2025-02-23,CUST785,Male,45,Clothing,1,30,30
786,2025-02-24,CUST786,Female,50,Electronics,2,50,100
787,2025-02-25,CUST787,Male,25,Beauty,3,300,900
788,2025-02-26,CUST788,Female,30,Clothing,4,500,2000
789,2025-02-27,CUST789,Male,35,Electronics,1,30,30
790,2025-02-28,CUST790,Female,40,Beauty,2,50,100
791,2025-03-01,CUST791,Male,45,Clothing,3,300,900
792,2025-03-02,CUST792,Female,50,Electronics,4,500,2000
793,2025-03-03,CUST793,Male,25,Beauty,1,30,30
794,2025-03-04,CUST794,Female,30,Clothing,2,50,100
795,2025-03-05,CUST795,Male,35,Electronics,3,300,900
796,2025-03-06,CUST796,Female,40,Beauty,4,500,2000
797,2025-03-07,CUST797,Male,45,Clothing,1,30,30
798,2025-03-08,CUST798,Female,50,Electronics,2,50,100
799,2025-03-09,CUST799,Male,25,Beauty,3,300,900
800,2025-03-10,CUST800,Female,30,Clothing,4,500,2000
801,2025-03-11,CUST801,Male,35,Electronics,1,30,30
802,2025-03-12,CUST802,Female,40,Beauty,2,50,100
803,2025-03-13,CUST803,Male,45,Clothing,3,300,900
804,2025-03-14,CUST804,Female,50,Electronics,4,500,2000
805,2025-03-15,CUST805,Male,25,Beauty,1,30,30
806,2025-03-16,CUST806,Female,30,Clothing,2,50,100
807,2025-03-17,CUST807,Male,35,Electronics,3,300,900
808,2025-03-18,CUST808,Female,40,Beauty,4,500,2000
809,2025-03-19,CUST809,Male,45,Clothing,1,30,30
810,2025-03-20,CUST810,Female,50,Electronics,2,50,100
811,2025-03-21,CUST811,Male,25,Beauty,3,300,900
812,2025-03-22,CUST812,Female,30,Clothing,4,500,2000
813,2025-03-23,CUST813,Male,35,Electronics,1,30,30
814,2025-03-24,CUST814,Female,40,Beauty,2,50,100
815,2025-03-25,CUST815,Male,45,Clothing,3,300,900
816,2025-03-26,CUST816,Female,50,Electronics,4,500,2000
817,2025-03-27,CUST817,Male,25,Beauty,1,30,30
818,2025-03-28,CUST818,Female,30,Clothing,2,50,100
819,2025-03-29,CUST819,Male,35,Electronics,3,300,900
820,2025-03-30,CUST820,Female,40,Beauty,4,500,2000
821,2025-03-31,CUST821,Male,45,Clothing,1,30,30
822,2025-04-01,CUST822,Female,50,Electronics,2,50,100
823,2025-04-02,CUST823,Male,25,Beauty,3,300,900
824,2025-04-03,CUST824,Female,30,Clothing,4,500,2000
825,2025-04-04,CUST825,Male,35,Electronics,1,30,30
826,2025-04-05,CUST826,Female,40,Beauty,2,50,100
827,2025-04-06,CUST827,Male,45,Clothing,3,300,900
828,2025-04-07,CUST828,Female,50,Electronics,4,500,2000
829,2025-04-08,CUST829,Male,25,Beauty,1,30,30
830,2025-04-09,CUST830,Female,30,Clothing,2,50,100
831,2025-04-10,CUST831,Male,35,Electronics,3,300,900
832,2025-04-11,CUST832,Female,40,Beauty,4,500,2000
833,2025-04-12,CUST833,Male,45,Clothing,1,30,30
834,2025-04-13,CUST834,Female,50,Electronics,2,50,100
835,2025-04-14,CUST835,Male,25,Beauty,3,300,900
836,2025-04-15,CUST836,Female,30,Clothing,4,500,2000
837,2025-04-16,CUST837,Male,35,Electronics,1,30,30
838,2025-04-17,CUST838,Female,40,Beauty,2,50,100
839,2025-04-18,CUST839,Male,45,Clothing,3,300,900
840,2025-04-19,CUST840,Female,50,Electronics,4,500,2000
841,2025-04-20,CUST841,Male,25,Beauty,1,30,30
842,2025-04-21,CUST842,Female,30,Clothing,2,50,100
843,2025-04-22,CUST843,Male,35,Electronics,3,300,900
844,2025-04-23,CUST844,Female,40,Beauty,4,500,2000
845,2025-04-24,CUST845,Male,45,Clothing,1,30,30
846,2025-04-25,CUST846,Female,50,Electronics,2,50,100
847,2025-04-26,CUST847,Male,25,Beauty,3,300,900
848,2025-04-27,CUST848,Female,30,Clothing,4,500,2000
849,2025-04-28,CUST849,Male,35,Electronics,1,30,30
850,2025-04-29,CUST850,Female,40,Beauty,2,50,100
851,2025-04-30,CUST851,Male,45,Clothing,3,300,900
852,2025-05-01,CUST852,Female,50,Electronics,4,500,2000
853,2025-05-02,CUST853,Male,25,Beauty,1,30,30
854,2025-05-03,CUST854,Female,30,Clothing,2,50,100
855,2025-05-04,CUST855,Male,35,Electronics,3,300,900
856,2025-05-05,CUST856,Female,40,Beauty,4,500,2000
857,2025-05-06,CUST857,Male,45,Clothing,1,30,30
858,2025-05-07,CUST858,Female,50,Electronics,2,50,100
859,2025-05-08,CUST859,Male,25,Beauty,3,300,900
860,2025-05-09,CUST860,Female,30,Clothing,4,500,2000
861,2025-05-10,CUST861,Male,35,Electronics,1,30,30
862,2025-05-11,CUST862,Female,40,Beauty,2,50,100
863,2025-05-12,CUST863,Male,45,Clothing,3,300,900
864,2025-05-13,CUST864,Female,50,Electronics,4,500,2000
865,2025-05-14,CUST865,Male,25,Beauty,1,30,30
866,2025-05-15,CUST866,Female,30,Clothing,2,50,100
867,2025-05-16,CUST867,Male,35,Electronics,3,300,900
868,2025-05-17,CUST868,Female,40,Beauty,4,500,2000
869,2025-05-18,CUST869,Male,45,Clothing,1,30,30
870,2025-05-19,CUST870,Female,50,Electronics,2,50,100
871,2025-05-20,CUST871,Male,25,Beauty,3,300,900
872,2025-05-21,CUST872,Female,30,Clothing,4,500,2000
873,2025-05-22,CUST873,Male,35,Electronics,1,30,30
874,2025-05-23,CUST874,Female,40,Beauty,2,50,100
875,2025-05-24,CUST875,Male,45,Clothing,3,300,900
876,2025-05-25,CUST876,Female,50,Electronics,4,500,2000
877,2025-05-26,CUST877,Male,25,Beauty,1,30,30
878,2025-05-27,CUST878,Female,30,Clothing,2,50,100
879,2025-05-28,CUST879,Male,35,Electronics,3,300,900
880,2025-05-29,CUST880,Female,40,Beauty,4,500,2000
881,2025-05-30,CUST881,Male,45,Clothing,1,30,30
882,2025-05-31,CUST882,Female,50,Electronics,2,50,100
883,2025-06-01,CUST883,Male,25,Beauty,3,300,900
884,2025-06-02,CUST884,Female,30,Clothing,4,500,2000
885,2025-06-03,CUST885,Male,35,Electronics,1,30,30
886,2025-06-04,CUST886,Female,40,Beauty,2,50,100
887,2025-06-05,CUST887,Male,45,Clothing,3,300,900
888,2025-06-06,CUST888,Female,50,Electronics,4,500,2000
889,2025-06-07,CUST889,Male,25,Beauty,1,30,30
890,2025-06-08,CUST890,Female,30,Clothing,2,50,100
891,2025-06-09,CUST891,Male,35,Electronics,3,300,900
892,2025-06-10,CUST892,Female,40,Beauty,4,500,2000
893,2025-06-11,CUST893,Male,45,Clothing,1,30,30
894,2025-06-12,CUST894,Female,50,Electronics,2,50,100
895,2025-06-13,CUST895,Male,25,Beauty,3,300,900
896,2025-06-14,CUST896,Female,30,Clothing,4,500,2000
897,2025-06-15,CUST897,Male,35,Electronics,1,30,30
898,2025-06-16,CUST898,Female,40,Beauty,2,50,100
899,2025-06-17,CUST899,Male,45,Clothing,3,300,900
900,2025-06-18,CUST900,Female,50,Electronics,4,500,2000
901,2025-06-19,CUST901,Male,25,Beauty,1,30,30
902,2025-06-20,CUST902,Female,30,Clothing,2,50,100
903,2025-06-21,CUST903,Male,35,Electronics,3,300,900
904,2025-06-22,CUST904,Female,40,Beauty,4,500,2000
905,2025-06-23,CUST905,Male,45,Clothing,1,30,30
906,2025-06-24,CUST906,Female,50,Electronics,2,50,100
907,2025-06-25,CUST907,Male,25,Beauty,3,300,900
908,2025-06-26,CUST908,Female,30,Clothing,4,500,2000
909,2025-06-27,CUST909,Male,35,Electronics,1,30,30
910,2025-06-28,CUST910,Female,40,Beauty,2,50,100
911,2025-06-29,CUST911,Male,45,Clothing,3,300,900
912,2025-06-30,CUST912,Female,50,Electronics,4,500,2000
913,2025-07-01,CUST913,Male,25,Beauty,1,30,30
914,2025-07-02,CUST914,Female,30,Clothing,2,50,100
915,2025-07-03,CUST915,Male,35,Electronics,3,300,900
916,2025-07-04,CUST916,Female,40,Beauty,4,500,2000
917,2025-07-05,CUST917,Male,45,Clothing,1,30,30
918,2025-07-06,CUST918,Female,50,Electronics,2,50,100
919,2025-07-07,CUST919,Male,25,Beauty,3,300,900
920,2025-07-08,CUST920,Female,30,Clothing,4,500,2000
